pago_id,credito_id,cliente_id,numero_cuota,fecha_vencimiento,fecha_pago,valor_cuota,valor_pagado,medio_pago,estado_pago,dias_mora
PG00007659,CR001155,CL01061,3,2026-01-01,2025-12-31,113000,113000,PSE,Pagado,0
PG00007660,CR001155,CL01061,4,2026-02-01,2026-02-01,113000,113000,PSE,Pagado,0
PG00007661,CR001155,CL01061,5,2026-03-01,2026-03-01,113000,113000,Efectivo aliado,Pagado,0
PG00007662,CR001155,CL01061,6,2026-04-01,2026-04-01,113000,113000,Billetera digital,Pagado,0
PG00007663,CR001155,CL01061,7,2026-05-01,,113000,0,PSE,Pendiente,0
PG00007664,CR001156,CL01062,1,2025-08-07,2025-08-05,94000,94000,PSE,Pagado,0
PG00007665,CR001156,CL01062,2,2025-09-07,2025-09-05,94000,94000,PSE,Pagado,0
PG00007666,CR001156,CL01062,3,2025-10-07,2025-10-06,94000,94000,PSE,Pagado,0
PG00007667,CR001156,CL01062,4,2025-11-07,2025-10-31,94000,94000,PSE,Pagado,0
PG00007668,CR001156,CL01062,5,2025-12-07,2026-01-12,94000,94000,Transferencia,Pagado tardío,36
PG00007669,CR001156,CL01062,6,2026-01-07,2026-01-05,94000,94000,Transferencia,Pagado,0
PG00007670,CR001156,CL01062,7,2026-02-07,2026-02-04,94000,94000,Billetera digital,Pagado,0
PG00007671,CR001156,CL01062,8,2026-03-07,2026-03-06,94000,94000,PSE,Pagado,0
PG00007672,CR001156,CL01062,9,2026-04-07,2026-03-28,94000,94000,PSE,Pagado,0
PG00007673,CR001156,CL01062,10,2026-05-07,,94000,0,Efectivo aliado,Pendiente,0
PG00007674,CR001157,CL01063,1,2024-08-05,2024-08-05,136000,136000,Débito automático,Pagado,0
PG00007675,CR001157,CL01063,2,2024-09-05,2024-09-05,136000,136000,Efectivo aliado,Pagado,0
PG00007676,CR001157,CL01063,3,2024-10-05,2024-10-05,136000,136000,PSE,Pagado,0
PG00007677,CR001157,CL01063,4,2024-11-05,2024-11-05,136000,136000,PSE,Pagado,0
PG00007678,CR001157,CL01063,5,2024-12-05,2024-12-05,136000,136000,PSE,Pagado,0
PG00007679,CR001157,CL01063,6,2025-01-05,2025-01-04,136000,136000,PSE,Pagado,0
PG00007680,CR001157,CL01063,7,2025-02-05,2025-02-04,136000,136000,PSE,Pagado,0
PG00007681,CR001157,CL01063,8,2025-03-05,2025-03-02,136000,136000,Transferencia,Pagado,0
PG00007682,CR001157,CL01063,9,2025-04-05,2025-03-31,136000,136000,Transferencia,Pagado,0
PG00007683,CR001157,CL01063,10,2025-05-05,2025-04-28,136000,136000,PSE,Pagado,0
PG00007684,CR001157,CL01063,11,2025-06-05,2025-06-04,136000,136000,Transferencia,Pagado,0
PG00007685,CR001157,CL01063,12,2025-07-05,2025-07-27,136000,78000,PSE,Parcial,22
PG00007686,CR001158,CL01064,1,2024-05-29,2024-05-29,172000,172000,Débito automático,Pagado,0
PG00007687,CR001158,CL01064,2,2024-06-29,2024-06-28,172000,172000,PSE,Pagado,0
PG00007688,CR001158,CL01064,3,2024-07-29,2024-07-27,172000,172000,Efectivo aliado,Pagado,0
PG00007689,CR001158,CL01064,4,2024-08-29,2024-08-29,172000,172000,PSE,Pagado,0
PG00007690,CR001158,CL01064,5,2024-09-29,2024-09-29,172000,172000,PSE,Pagado,0
PG00007691,CR001158,CL01064,6,2024-10-29,2024-10-27,172000,172000,Billetera digital,Pagado,0
PG00007692,CR001159,CL01065,1,2024-11-10,2024-11-10,136000,136000,Transferencia,Pagado,0
PG00007693,CR001159,CL01065,2,2024-12-10,2024-12-10,136000,136000,PSE,Pagado,0
PG00007694,CR001159,CL01065,3,2025-01-10,2025-01-10,136000,136000,Transferencia,Pagado,0
PG00007695,CR001159,CL01065,4,2025-02-10,2025-02-10,136000,136000,PSE,Pagado,0
PG00007696,CR001159,CL01065,5,2025-03-10,2025-03-10,136000,136000,PSE,Pagado,0
PG00007697,CR001159,CL01065,6,2025-04-10,2025-04-09,136000,136000,PSE,Pagado,0
PG00007698,CR001159,CL01065,7,2025-05-10,2025-06-25,136000,136000,Transferencia,Pagado tardío,46
PG00007699,CR001159,CL01065,8,2025-06-10,2025-05-31,136000,136000,PSE,Pagado,0
PG00007700,CR001159,CL01065,9,2025-07-10,2025-07-03,136000,136000,PSE,Pagado,0
PG00007701,CR001159,CL01065,10,2025-08-10,2025-08-10,136000,136000,Efectivo aliado,Pagado,0
PG00007702,CR001159,CL01065,11,2025-09-10,2025-09-05,136000,136000,Efectivo aliado,Pagado,0
PG00007703,CR001159,CL01065,12,2025-10-10,2025-10-07,136000,136000,PSE,Pagado,0
PG00007704,CR001159,CL01065,13,2025-11-10,2025-11-09,136000,136000,Billetera digital,Pagado,0
PG00007705,CR001159,CL01065,14,2025-12-10,2025-12-07,136000,136000,Billetera digital,Pagado,0
PG00007706,CR001159,CL01065,15,2026-01-10,2026-01-09,136000,136000,PSE,Pagado,0
PG00007707,CR001159,CL01065,16,2026-02-10,2026-02-08,136000,136000,Efectivo aliado,Pagado,0
PG00007708,CR001159,CL01065,17,2026-03-10,2026-03-08,136000,136000,Billetera digital,Pagado,0
PG00007709,CR001159,CL01065,18,2026-04-10,2026-04-10,136000,136000,Transferencia,Pagado,0
PG00007710,CR001160,CL01066,1,2025-11-03,2025-11-03,44000,44000,Transferencia,Pagado,0
PG00007711,CR001160,CL01066,2,2025-12-03,2025-12-03,44000,44000,Efectivo aliado,Pagado,0
PG00007712,CR001160,CL01066,3,2026-01-03,2026-01-02,44000,44000,Transferencia,Pagado,0
PG00007713,CR001160,CL01066,4,2026-02-03,2026-02-03,44000,44000,Débito automático,Pagado,0
PG00007714,CR001160,CL01066,5,2026-03-03,2026-03-01,44000,44000,PSE,Pagado,0
PG00007715,CR001160,CL01066,6,2026-04-03,2026-04-03,44000,44000,PSE,Pagado,0
PG00007716,CR001160,CL01066,7,2026-05-03,,44000,0,PSE,Pendiente,0
PG00007717,CR001161,CL01067,1,2024-05-26,2024-06-20,494000,494000,PSE,Pagado tardío,25
PG00007718,CR001161,CL01067,2,2024-06-26,2024-06-26,494000,494000,Transferencia,Pagado,0
PG00007719,CR001161,CL01067,3,2024-07-26,2024-08-09,494000,494000,Transferencia,Pagado tardío,14
PG00007720,CR001161,CL01067,4,2024-08-26,2024-08-21,494000,494000,PSE,Pagado,0
PG00007721,CR001161,CL01067,5,2024-09-26,2024-09-25,494000,494000,Efectivo aliado,Pagado,0
PG00007722,CR001161,CL01067,6,2024-10-26,2024-10-25,494000,494000,PSE,Pagado,0
PG00007723,CR001162,CL01070,1,2026-03-15,2026-03-14,1202000,1202000,Efectivo aliado,Pagado,0
PG00007724,CR001162,CL01070,2,2026-04-15,2026-04-14,1202000,1202000,Efectivo aliado,Pagado,0
PG00007725,CR001162,CL01070,3,2026-05-15,,1202000,0,Billetera digital,Pendiente,0
PG00007726,CR001163,CL01070,1,2025-03-08,2025-03-05,345000,345000,PSE,Pagado,0
PG00007727,CR001163,CL01070,2,2025-04-08,2025-04-07,345000,345000,Transferencia,Pagado,0
PG00007728,CR001163,CL01070,3,2025-05-08,2025-05-08,345000,345000,Transferencia,Pagado,0
PG00007729,CR001163,CL01070,4,2025-06-08,2025-06-08,345000,405000,PSE,Pagado,0
PG00007730,CR001163,CL01070,5,2025-07-08,2025-07-06,345000,345000,Transferencia,Pagado,0
PG00007731,CR001163,CL01070,6,2025-08-08,2025-08-08,345000,345000,PSE,Pagado,0
PG00007732,CR001164,CL01071,1,2026-04-07,2026-03-31,186000,186000,PSE,Pagado,0
PG00007733,CR001164,CL01071,2,2026-05-07,,186000,0,Billetera digital,Pendiente,0
PG00007734,CR001165,CL01071,1,2026-03-01,2026-02-27,48000,48000,Transferencia,Pagado,0
PG00007735,CR001165,CL01071,2,2026-04-01,2026-04-01,48000,48000,Débito automático,Pagado,0
PG00007736,CR001165,CL01071,3,2026-05-01,2026-04-26,48000,48000,Transferencia,Pagado,0
PG00007737,CR001166,CL01072,1,2025-12-22,2025-12-22,726000,726000,PSE,Pagado,0
PG00007738,CR001166,CL01072,2,2026-01-22,2026-02-18,726000,642000,PSE,Parcial,27
PG00007739,CR001166,CL01072,3,2026-02-22,2026-03-01,726000,726000,PSE,Pagado tardío,7
PG00007740,CR001166,CL01072,4,2026-03-22,2026-03-20,726000,726000,Efectivo aliado,Pagado,0
PG00007741,CR001166,CL01072,5,2026-04-22,2026-04-20,726000,726000,PSE,Pagado,0
PG00007742,CR001167,CL01073,1,2026-02-04,2026-02-04,283000,283000,PSE,Pagado,0
PG00007743,CR001167,CL01073,2,2026-03-04,2026-03-04,283000,283000,Transferencia,Pagado,0
PG00007744,CR001167,CL01073,3,2026-04-04,2026-04-04,283000,-1000,Transferencia,Pagado,0
PG00007745,CR001167,CL01073,4,2026-05-04,2026-04-29,283000,283000,Transferencia,Pagado,0
PG00007746,CR001168,CL01075,1,2024-12-05,2024-11-28,1289000,1289000,PSE,Pagado,0
PG00007747,CR001168,CL01075,2,2025-01-05,2025-01-04,1289000,1289000,Débito automático,Pagado,0
PG00007748,CR001168,CL01075,3,2025-02-05,2025-02-04,1289000,1289000,Efectivo aliado,Pagado,0
PG00007749,CR001169,CL01078,1,2025-02-09,2025-02-06,572000,572000,Billetera digital,Pagado,0
PG00007750,CR001169,CL01078,2,2025-03-09,2025-03-06,572000,572000,Transferencia,Pagado,0
PG00007751,CR001169,CL01078,3,2025-04-09,2025-04-09,572000,572000,Efectivo aliado,Pagado,0
PG00007752,CR001169,CL01078,4,2025-05-09,2025-05-08,572000,572000,Transferencia,Pagado,0
PG00007753,CR001169,CL01078,5,2025-06-09,2025-06-09,572000,572000,Débito automático,Pagado,0
PG00007754,CR001169,CL01078,6,2025-07-09,2025-07-02,572000,572000,Efectivo aliado,Pagado,0
PG00007755,CR001170,CL01080,1,2025-06-14,2025-10-07,243000,243000,Débito automático,Pagado tardío,115
PG00007756,CR001170,CL01080,2,2025-07-14,2025-07-04,243000,243000,PSE,Pagado,0
PG00007757,CR001170,CL01080,3,2025-08-14,2025-08-12,243000,243000,Billetera digital,Pagado,0
PG00007758,CR001170,CL01080,4,2025-09-14,2025-09-11,243000,243000,Transferencia,Pagado,0
PG00007759,CR001170,CL01080,5,2025-10-14,2025-10-11,243000,243000,PSE,Pagado,0
PG00007760,CR001170,CL01080,6,2025-11-14,2026-01-04,243000,243000,Efectivo aliado,Pagado tardío,51
PG00007761,CR001170,CL01080,7,2025-12-14,2025-12-14,243000,243000,PSE,Pagado,0
PG00007762,CR001170,CL01080,8,2026-01-14,2026-01-14,243000,243000,PSE,Pagado,0
PG00007763,CR001170,CL01080,9,2026-02-14,2026-04-01,243000,243000,Débito automático,Pagado tardío,46
PG00007764,CR001171,CL01082,1,2025-05-22,2025-05-20,203000,203000,PSE,Pagado,0
PG00007765,CR001171,CL01082,2,2025-06-22,2025-06-22,203000,203000,Transferencia,Pagado,0
PG00007766,CR001171,CL01082,3,2025-07-22,2025-07-17,203000,226000,Billetera digital,Pagado,0
PG00007767,CR001171,CL01082,4,2025-08-22,2025-08-19,203000,203000,Débito automático,Pagado,0
PG00007768,CR001171,CL01082,5,2025-09-22,2025-10-21,203000,93000,PSE,Parcial,29
PG00007769,CR001171,CL01082,6,2025-10-22,2025-10-15,203000,203000,PSE,Pagado,0
PG00007770,CR001171,CL01082,7,2025-11-22,2026-03-02,203000,203000,Billetera digital,Pagado tardío,100
PG00007771,CR001171,CL01082,8,2025-12-22,2025-12-22,203000,232000,PSE,Pagado,0
PG00007772,CR001171,CL01082,9,2026-01-22,2026-01-20,203000,203000,Transferencia,Pagado,0
PG00007773,CR001171,CL01082,10,2026-02-22,2026-02-22,203000,279000,PSE,Pagado,0
PG00007774,CR001171,CL01082,11,2026-03-22,2026-03-19,203000,203000,PSE,Pagado,0
PG00007775,CR001171,CL01082,12,2026-04-22,2026-04-22,203000,203000,Transferencia,Pagado,0
PG00007776,CR001172,CL01083,1,2024-12-07,2024-12-05,44000,44000,Efectivo aliado,Pagado,0
PG00007777,CR001172,CL01083,2,2025-01-07,2025-01-21,44000,44000,Débito automático,Pagado tardío,14
PG00007778,CR001172,CL01083,3,2025-02-07,2025-02-11,44000,31000,PSE,Parcial,4
PG00007779,CR001172,CL01083,4,2025-03-07,2025-03-07,44000,58000,Efectivo aliado,Pagado,0
PG00007780,CR001172,CL01083,5,2025-04-07,2025-04-07,44000,44000,Billetera digital,Pagado,0
PG00007781,CR001172,CL01083,6,2025-05-07,2025-05-07,44000,44000,PSE,Pagado,0
PG00007782,CR001172,CL01083,7,2025-06-07,2025-09-05,44000,44000,Billetera digital,Pagado tardío,90
PG00007783,CR001172,CL01083,8,2025-07-07,2025-07-05,44000,44000,Efectivo aliado,Pagado,0
PG00007784,CR001172,CL01083,9,2025-08-07,2025-07-31,44000,44000,Efectivo aliado,Pagado,0
PG00007785,CR001173,CL01083,1,2024-09-28,2024-09-25,88000,88000,Débito automático,Pagado,0
PG00007786,CR001173,CL01083,2,2024-10-28,2024-10-27,88000,88000,PSE,Pagado,0
PG00007787,CR001173,CL01083,3,2024-11-28,2024-12-11,88000,88000,Transferencia,Pagado tardío,13
PG00007788,CR001173,CL01083,4,2024-12-28,2024-12-26,88000,88000,Billetera digital,Pagado,0
PG00007789,CR001173,CL01083,5,2025-01-28,2025-01-21,88000,103000,Efectivo aliado,Pagado,0
PG00007790,CR001173,CL01083,6,2025-02-28,2025-02-26,88000,88000,Efectivo aliado,Pagado,0
PG00007791,CR001173,CL01083,7,2025-03-28,2025-03-26,88000,88000,Efectivo aliado,Pagado,0
PG00007792,CR001173,CL01083,8,2025-04-28,2025-04-21,88000,88000,Billetera digital,Pagado,0
PG00007793,CR001173,CL01083,9,2025-05-28,2025-05-26,88000,88000,Efectivo aliado,Pagado,0
PG00007794,CR001173,CL01083,10,2025-06-28,2025-07-05,88000,88000,Débito automático,Pagado tardío,7
PG00007795,CR001173,CL01083,11,2025-07-28,2025-07-23,88000,88000,PSE,Pagado,0
PG00007796,CR001173,CL01083,12,2025-08-28,2025-08-27,88000,88000,PSE,Pagado,0
PG00007797,CR001173,CL01083,13,2025-09-28,2025-09-27,88000,88000,Transferencia,Pagado,0
PG00007798,CR001173,CL01083,14,2025-10-28,2025-11-01,88000,88000,PSE,Pagado tardío,4
PG00007799,CR001173,CL01083,15,2025-11-28,2025-11-25,88000,88000,Efectivo aliado,Pagado,0
PG00007800,CR001173,CL01083,16,2025-12-28,2025-12-25,88000,88000,Transferencia,Pagado,0
PG00007801,CR001173,CL01083,17,2026-01-28,2026-01-28,88000,88000,Efectivo aliado,Pagado,0
PG00007802,CR001173,CL01083,18,2026-02-28,2026-02-28,88000,88000,Débito automático,Pagado,0
PG00007803,CR001173,CL01083,19,2026-03-28,,88000,0,Transferencia,Mora,33
PG00007804,CR001173,CL01083,20,2026-04-28,2026-04-25,88000,88000,PSE,Pagado,0
PG00007805,CR001174,CL01084,1,2026-04-08,2026-04-08,162000,162000,PSE,Pagado,0
PG00007806,CR001174,CL01084,2,2026-05-08,,162000,0,Transferencia,Pendiente,0
PG00007807,CR001175,CL01084,1,2025-11-10,2025-11-08,57000,57000,PSE,Pagado,0
PG00007808,CR001175,CL01084,2,2025-12-10,2025-12-09,57000,57000,PSE,Pagado,0
PG00007809,CR001175,CL01084,3,2026-01-10,2026-01-09,57000,57000,PSE,Pagado,0
PG00007810,CR001175,CL01084,4,2026-02-10,2026-02-10,57000,57000,PSE,Pagado,0
PG00007811,CR001175,CL01084,5,2026-03-10,2026-03-08,57000,57000,PSE,Pagado,0
PG00007812,CR001175,CL01084,6,2026-04-10,2026-04-05,57000,57000,Débito automático,Pagado,0
PG00007813,CR001175,CL01084,7,2026-05-10,,57000,0,Transferencia,Pendiente,0
PG00007814,CR001176,CL01086,1,2023-11-05,2023-11-03,150000,150000,Billetera digital,Pagado,0
PG00007815,CR001176,CL01086,2,2023-12-05,2023-11-28,150000,191000,PSE,Pagado,0
PG00007816,CR001176,CL01086,3,2024-01-05,2024-01-02,150000,150000,Efectivo aliado,Pagado,0
PG00007817,CR001176,CL01086,4,2024-02-05,2024-02-03,150000,150000,PSE,Pagado,0
PG00007818,CR001176,CL01086,5,2024-03-05,2024-03-05,150000,150000,Billetera digital,Pagado,0
PG00007819,CR001176,CL01086,6,2024-04-05,2024-04-12,150000,150000,PSE,Pagado tardío,7
PG00007820,CR001177,CL01087,1,2023-08-02,2023-08-02,238000,238000,Billetera digital,Pagado,0
PG00007821,CR001177,CL01087,2,2023-09-02,2023-08-28,238000,238000,Efectivo aliado,Pagado,0
PG00007822,CR001177,CL01087,3,2023-10-02,2023-10-02,238000,238000,PSE,Pagado,0
PG00007823,CR001177,CL01087,4,2023-11-02,2023-10-26,238000,238000,PSE,Pagado,0
PG00007824,CR001177,CL01087,5,2023-12-02,2023-12-02,238000,238000,Efectivo aliado,Pagado,0
PG00007825,CR001177,CL01087,6,2024-01-02,2024-01-01,238000,238000,Efectivo aliado,Pagado,0
PG00007826,CR001177,CL01087,7,2024-02-02,2024-01-23,238000,238000,Billetera digital,Pagado,0
PG00007827,CR001177,CL01087,8,2024-03-02,2024-02-29,238000,238000,PSE,Pagado,0
PG00007828,CR001177,CL01087,9,2024-04-02,2024-03-30,238000,238000,PSE,Pagado,0
PG00007829,CR001177,CL01087,10,2024-05-02,2024-04-27,238000,238000,PSE,Pagado,0
PG00007830,CR001177,CL01087,11,2024-06-02,2024-06-02,238000,238000,Efectivo aliado,Pagado,0
PG00007831,CR001177,CL01087,12,2024-07-02,2024-07-02,238000,238000,PSE,Pagado,0
PG00007832,CR001177,CL01087,13,2024-08-02,2024-08-01,238000,238000,PSE,Pagado,0
PG00007833,CR001177,CL01087,14,2024-09-02,2024-09-02,238000,238000,,Pagado,0
PG00007834,CR001177,CL01087,15,2024-10-02,2024-10-02,238000,238000,PSE,Pagado,0
PG00007835,CR001177,CL01087,16,2024-11-02,2024-11-01,238000,238000,PSE,Pagado,0
PG00007836,CR001177,CL01087,17,2024-12-02,2024-12-01,238000,238000,PSE,Pagado,0
PG00007837,CR001177,CL01087,18,2025-01-02,2025-01-01,238000,238000,Débito automático,Pagado,0
PG00007838,CR001177,CL01087,19,2025-02-02,2025-02-02,238000,238000,,Pagado,0
PG00007839,CR001177,CL01087,20,2025-03-02,2025-03-01,238000,238000,PSE,Pagado,0
PG00007840,CR001177,CL01087,21,2025-04-02,2025-03-31,238000,238000,Efectivo aliado,Pagado,0
PG00007841,CR001177,CL01087,22,2025-05-02,2025-05-02,238000,238000,Billetera digital,Pagado,0
PG00007842,CR001177,CL01087,23,2025-06-02,2025-06-01,238000,238000,,Pagado,0
PG00007843,CR001177,CL01087,24,2025-07-02,2025-06-29,238000,238000,Transferencia,Pagado,0
PG00007844,CR001178,CL01087,1,2023-06-15,2023-06-15,200000,200000,Efectivo aliado,Pagado,0
PG00007845,CR001178,CL01087,2,2023-07-15,2023-07-14,200000,200000,Billetera digital,Pagado,0
PG00007846,CR001178,CL01087,3,2023-08-15,2023-08-12,200000,200000,PSE,Pagado,0
PG00007847,CR001178,CL01087,4,2023-09-15,2023-09-13,200000,200000,Efectivo aliado,Pagado,0
PG00007848,CR001178,CL01087,5,2023-10-15,2023-10-12,200000,200000,Transferencia,Pagado,0
PG00007849,CR001178,CL01087,6,2023-11-15,2023-11-08,200000,200000,PSE,Pagado,0
PG00007850,CR001178,CL01087,7,2023-12-15,2023-12-15,200000,200000,PSE,Pagado,0
PG00007851,CR001178,CL01087,8,2024-01-15,2024-01-14,200000,200000,PSE,Pagado,0
PG00007852,CR001178,CL01087,9,2024-02-15,2024-02-10,200000,200000,PSE,Pagado,0
PG00007853,CR001179,CL01089,1,2024-07-07,2024-07-07,113000,113000,Efectivo aliado,Pagado,0
PG00007854,CR001179,CL01089,2,2024-08-07,2024-08-11,113000,113000,Efectivo aliado,Pagado tardío,4
PG00007855,CR001179,CL01089,3,2024-09-07,2024-09-07,113000,113000,PSE,Pagado,0
PG00007856,CR001179,CL01089,4,2024-10-07,2024-10-02,113000,113000,PSE,Pagado,0
PG00007857,CR001179,CL01089,5,2024-11-07,2024-11-05,113000,113000,Transferencia,Pagado,0
PG00007858,CR001179,CL01089,6,2024-12-07,2024-12-07,113000,113000,PSE,Pagado,0
PG00007859,CR001179,CL01089,7,2025-01-07,2024-12-31,113000,113000,Billetera digital,Pagado,0
PG00007860,CR001179,CL01089,8,2025-02-07,2025-02-07,113000,113000,PSE,Pagado,0
PG00007861,CR001179,CL01089,9,2025-03-07,2025-04-10,113000,113000,Transferencia,Pagado tardío,34
PG00007862,CR001180,CL01089,1,2026-01-11,2026-01-09,79000,79000,PSE,Pagado,0
PG00007863,CR001180,CL01089,2,2026-02-11,2026-02-09,79000,79000,PSE,Pagado,0
PG00007864,CR001180,CL01089,3,2026-03-11,2026-03-11,79000,79000,Efectivo aliado,Pagado,0
PG00007865,CR001180,CL01089,4,2026-04-11,2026-04-08,79000,79000,PSE,Pagado,0
PG00007866,CR001180,CL01089,5,2026-05-11,,79000,0,PSE,Pendiente,0
PG00007867,CR001181,CL01093,1,2025-05-19,2025-05-19,296000,296000,PSE,Pagado,0
PG00007868,CR001181,CL01093,2,2025-06-19,2025-06-17,296000,296000,Transferencia,Pagado,0
PG00007869,CR001181,CL01093,3,2025-07-19,2025-07-17,296000,296000,PSE,Pagado,0
PG00007870,CR001181,CL01093,4,2025-08-19,2025-08-19,296000,296000,Efectivo aliado,Pagado,0
PG00007871,CR001181,CL01093,5,2025-09-19,2025-09-18,296000,296000,Billetera digital,Pagado,0
PG00007872,CR001181,CL01093,6,2025-10-19,2025-10-14,296000,296000,PSE,Pagado,0
PG00007873,CR001181,CL01093,7,2025-11-19,2025-11-16,296000,296000,Efectivo aliado,Pagado,0
PG00007874,CR001181,CL01093,8,2025-12-19,2025-12-19,296000,296000,Billetera digital,Pagado,0
PG00007875,CR001181,CL01093,9,2026-01-19,2026-01-17,296000,296000,Efectivo aliado,Pagado,0
PG00007876,CR001181,CL01093,10,2026-02-19,2026-02-17,296000,296000,PSE,Pagado,0
PG00007877,CR001181,CL01093,11,2026-03-19,2026-03-18,296000,296000,PSE,Pagado,0
PG00007878,CR001181,CL01093,12,2026-04-19,2026-04-19,296000,296000,PSE,Pagado,0
PG00007879,CR001182,CL01095,1,2023-09-03,2023-08-31,121000,121000,Transferencia,Pagado,0
PG00007880,CR001182,CL01095,2,2023-10-03,2023-10-01,121000,121000,PSE,Pagado,0
PG00007881,CR001182,CL01095,3,2023-11-03,2023-11-03,121000,121000,Débito automático,Pagado,0
PG00007882,CR001182,CL01095,4,2023-12-03,2023-11-28,121000,121000,PSE,Pagado,0
PG00007883,CR001182,CL01095,5,2024-01-03,2024-01-01,121000,121000,Billetera digital,Pagado,0
PG00007884,CR001182,CL01095,6,2024-02-03,2024-01-31,121000,121000,Efectivo aliado,Pagado,0
PG00007885,CR001182,CL01095,7,2024-03-03,2024-03-02,121000,121000,Billetera digital,Pagado,0
PG00007886,CR001182,CL01095,8,2024-04-03,2024-03-31,121000,121000,PSE,Pagado,0
PG00007887,CR001182,CL01095,9,2024-05-03,2024-04-30,121000,121000,Billetera digital,Pagado,0
PG00007888,CR001182,CL01095,10,2024-06-03,2024-06-19,121000,121000,Transferencia,Pagado tardío,16
PG00007889,CR001182,CL01095,11,2024-07-03,2024-07-02,121000,121000,Efectivo aliado,Pagado,0
PG00007890,CR001182,CL01095,12,2024-08-03,2024-08-03,121000,121000,PSE,Pagado,0
PG00007891,CR001183,CL01095,1,2025-01-03,2025-04-29,1252000,887000,PSE,Parcial,116
PG00007892,CR001183,CL01095,2,2025-02-03,2025-02-07,1252000,897000,Transferencia,Parcial,4
PG00007893,CR001183,CL01095,3,2025-03-03,2025-03-28,1252000,1252000,PSE,Pagado tardío,25
PG00007894,CR001183,CL01095,4,2025-04-03,2025-04-05,1252000,1252000,PSE,Pagado tardío,2
PG00007895,CR001183,CL01095,5,2025-05-03,2025-05-07,1252000,1252000,Efectivo aliado,Pagado tardío,4
PG00007896,CR001183,CL01095,6,2025-06-03,2025-06-07,1252000,1252000,Efectivo aliado,Pagado tardío,4
PG00007897,CR001184,CL01096,1,2025-02-18,2025-02-17,101000,101000,PSE,Pagado,0
PG00007898,CR001184,CL01096,2,2025-03-18,2025-03-17,101000,101000,Transferencia,Pagado,0
PG00007899,CR001184,CL01096,3,2025-04-18,2025-04-08,101000,101000,Débito automático,Pagado,0
PG00007900,CR001184,CL01096,4,2025-05-18,2025-05-16,101000,101000,Efectivo aliado,Pagado,0
PG00007901,CR001184,CL01096,5,2025-06-18,2025-06-13,101000,101000,Transferencia,Pagado,0
PG00007902,CR001184,CL01096,6,2025-07-18,2025-07-18,101000,101000,Billetera digital,Pagado,0
PG00007903,CR001184,CL01096,7,2025-08-18,2025-08-18,101000,101000,PSE,Pagado,0
PG00007904,CR001184,CL01096,8,2025-09-18,2025-09-18,101000,101000,PSE,Pagado,0
PG00007905,CR001184,CL01096,9,2025-10-18,2025-10-15,101000,101000,PSE,Pagado,0
PG00007906,CR001184,CL01096,10,2025-11-18,2025-11-18,101000,101000,Transferencia,Pagado,0
PG00007907,CR001184,CL01096,11,2025-12-18,2025-12-18,101000,101000,Efectivo aliado,Pagado,0
PG00007908,CR001184,CL01096,12,2026-01-18,2026-01-16,101000,101000,PSE,Pagado,0
PG00007909,CR001185,CL01096,1,2025-10-10,2025-10-10,110000,110000,PSE,Pagado,0
PG00007910,CR001185,CL01096,2,2025-11-10,2025-11-08,110000,110000,Efectivo aliado,Pagado,0
PG00007911,CR001185,CL01096,3,2025-12-10,2025-12-03,110000,110000,Transferencia,Pagado,0
PG00007912,CR001185,CL01096,4,2026-01-10,2026-01-05,110000,110000,PSE,Pagado,0
PG00007913,CR001185,CL01096,5,2026-02-10,2026-02-10,110000,110000,PSE,Pagado,0
PG00007914,CR001185,CL01096,6,2026-03-10,2026-03-09,110000,110000,PSE,Pagado,0
PG00007915,CR001185,CL01096,7,2026-04-10,2026-04-08,110000,110000,Transferencia,Pagado,0
PG00007916,CR001185,CL01096,8,2026-05-10,,110000,0,Débito automático,Pendiente,0
PG00007917,CR001186,CL01097,1,2025-12-24,2025-12-21,111000,111000,Billetera digital,Pagado,0
PG00007918,CR001186,CL01097,2,2026-01-24,2026-01-22,111000,111000,Billetera digital,Pagado,0
PG00007919,CR001186,CL01097,3,2026-02-24,2026-02-23,111000,111000,PSE,Pagado,0
PG00007920,CR001186,CL01097,4,2026-03-24,2026-03-24,111000,111000,PSE,Pagado,0
PG00007921,CR001186,CL01097,5,2026-04-24,2026-04-24,111000,111000,Efectivo aliado,Pagado,0
PG00007922,CR001187,CL01098,1,2026-01-23,2026-01-20,101000,101000,PSE,Pagado,0
PG00007923,CR001187,CL01098,2,2026-02-23,2026-02-23,101000,101000,Efectivo aliado,Pagado,0
PG00007924,CR001187,CL01098,3,2026-03-23,2026-03-20,101000,101000,Transferencia,Pagado,0
PG00007925,CR001187,CL01098,4,2026-04-23,2026-04-22,101000,101000,Transferencia,Pagado,0
PG00007926,CR001188,CL01099,1,2025-11-30,2025-12-12,174000,174000,Transferencia,Pagado tardío,12
PG00007927,CR001188,CL01099,2,2025-12-31,2025-12-30,174000,174000,PSE,Pagado,0
PG00007928,CR001188,CL01099,3,2026-01-31,2026-01-31,174000,174000,Transferencia,Pagado,0
PG00007929,CR001189,CL01099,1,2025-08-11,2025-08-10,142000,142000,Efectivo aliado,Pagado,0
PG00007930,CR001189,CL01099,2,2025-09-11,2025-09-26,142000,155000,PSE,Pagado tardío,15
PG00007931,CR001189,CL01099,3,2025-10-11,2025-10-14,142000,79000,Billetera digital,Parcial,3
