credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre,prob_riesgo
CR001225,CL01130,2023-04-17,Crédito consumo digital,4700000,9,0.0223,582000,Web,900,0.1302,Automática,Mora severa,1,39,F,3,Técnico/Tecnólogo,Pensionado,4470000.0,730.0,False,3,Android,2.0,284.0,0.8992725879813357
CR001226,CL01132,2025-12-26,Crédito consumo digital,1900000,9,0.0224,235000,App,763,0.0936,Automática,Activo,0,40,M,3,Técnico/Tecnólogo,Empleado,2510000.0,614.0,True,1,iOS,5.0,110.2,0.011424873218409758
CR001227,CL01133,2026-02-07,Microcrédito,3500000,6,0.0395,667000,App,845,0.2417,Automática,Activo,0,52,M,1,Universitario,Microempresario,2760000.0,668.0,True,2,Android,2.0,214.0,0.0026012027556123747
CR001228,CL01134,2025-06-19,Crédito consumo digital,4600000,3,0.0257,1613000,App,835,0.4234,Manual,Finalizado,0,41,F,3,Técnico/Tecnólogo,Microempresario,3810000.0,619.0,False,4,Android,2.0,161.5,0.00253589976167216
CR001229,CL01135,2024-11-04,Crédito consumo digital,1050000,18,0.0285,75000,Web,847,0.0357,Automática,Activo,0,34,F,3,Sin información,Empleado,2100000.0,532.0,False,0,iOS,9.0,185.33333333333331,0.0094755198772922
CR001230,CL01136,2024-12-21,Crédito consumo digital,1350000,18,0.0221,92000,Web,888,0.0358,Automática,Activo,0,46,M,3,Posgrado,Microempresario,2570000.0,644.0,False,0,iOS,14.0,190.07142857142856,0.006909340640039493
CR001231,CL01136,2025-06-28,Crédito libre inversión,3250000,18,0.0206,218000,App,864,0.0848,Automática,Mora moderada,1,46,M,3,Posgrado,Microempresario,2570000.0,644.0,False,0,iOS,14.0,190.07142857142856,0.9242063428414448
CR001232,CL01137,2024-01-07,Crédito libre inversión,3450000,24,0.0335,212000,Web,769,0.1134,Automática,Mora severa,1,48,M,3,Técnico/Tecnólogo,Empleado,1870000.0,482.0,False,3,Android,4.0,109.5,0.9842082321870718
CR001233,CL01137,2024-09-15,Crédito consumo digital,1000000,9,0.0216,123000,Web,805,0.0658,Automática,Finalizado,0,48,M,3,Técnico/Tecnólogo,Empleado,1870000.0,482.0,False,3,Android,4.0,109.5,0.010661633805631754
CR001234,CL01138,2025-07-07,Crédito consumo digital,1350000,12,0.0366,141000,App,862,0.0515,Automática,Activo,0,24,F,1,Universitario,Empleado,2740000.0,555.0,False,1,Android,,,0.005782096011775369
CR001235,CL01138,2025-12-30,Crédito consumo digital,1050000,12,0.0211,100000,App,805,0.0365,Automática,Activo,0,24,F,1,Universitario,Empleado,2740000.0,555.0,False,1,Android,,,0.0068987714323084
CR001236,CL01139,2025-06-04,Avance de nómina,300000,12,0.0262,29000,App,838,0.023,Automática,Activo,0,42,M,3,Bachiller,Independiente,1260000.0,441.0,True,0,Android,6.0,104.5,0.019587877785029312
CR001237,CL01140,2024-08-25,Crédito libre inversión,3900000,18,0.02,260000,Call center,797,0.1187,Automática,Finalizado,0,43,F,3,Técnico/Tecnólogo,Empleado,2190000.0,556.0,True,1,Android,4.0,294.0,0.010558267507694424
CR001238,CL01141,2025-11-13,Crédito consumo digital,2050000,9,0.03,263000,App,842,0.0802,Automática,Activo,0,33,F,5,Universitario,Independiente,3280000.0,584.0,False,2,Android,18.0,191.11111111111111,0.003240476998180895
CR001239,CL01141,2023-11-18,Crédito consumo digital,1650000,18,0.0322,122000,Aliado,888,0.0372,Automática,Mora moderada,1,33,F,5,Universitario,Independiente,3280000.0,584.0,False,2,Android,18.0,191.11111111111111,0.8233800174593622
CR001240,CL01142,2023-05-14,Crédito consumo digital,1250000,9,0.0341,164000,App,873,0.0522,Automática,Finalizado,0,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,594.0,False,3,Web,15.0,138.06666666666666,0.008257114685683726
CR001241,CL01142,2023-12-07,Crédito consumo digital,1350000,9,0.0376,180000,App,852,0.0573,Automática,Finalizado,0,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,594.0,False,3,Web,15.0,138.06666666666666,0.008753439279781181
CR001242,CL01142,2024-10-13,Crédito consumo digital,1200000,18,0.0217,81000,App,870,0.0258,Automática,Finalizado,0,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,594.0,False,3,Web,15.0,138.06666666666666,0.01113735442467889
CR001243,CL01143,2025-05-13,Avance de nómina,650000,9,0.0192,79000,App,900,0.0282,Automática,Mora moderada,1,34,M,3,Universitario,Microempresario,2800000.0,655.0,False,4,Android,9.0,152.33333333333334,0.9048727984876084
CR001244,CL01144,2025-12-29,Crédito libre inversión,4400000,9,0.0262,555000,Web,881,0.2382,Automática,Activo,0,37,F,2,Universitario,Empleado,2330000.0,654.0,True,0,Web,10.0,182.3,0.006841306030198967
CR001245,CL01145,2024-03-23,Crédito consumo digital,850000,9,0.0329,111000,Web,736,0.081,Automática,Mora moderada,1,34,F,2,Bachiller,Independiente,1370000.0,458.0,False,1,Android,3.0,208.0,0.9413284455823874
CR001246,CL01148,2024-12-06,Crédito consumo digital,4300000,6,0.038,815000,App,810,0.2763,Automática,Finalizado,0,22,M,2,Bachiller,Microempresario,2950000.0,464.0,False,2,Android,3.0,118.0,0.03003660038817336
CR001247,CL01150,2024-06-04,Crédito consumo digital,1200000,6,0.032,223000,App,843,0.1077,Automática,Mora severa,1,28,M,3,Universitario,Empleado,2070000.0,642.0,False,0,Android,8.0,112.625,0.9757634798142394
CR001248,CL01152,2025-09-09,Avance de nómina,600000,24,0.0189,31000,App,863,0.0128,Automática,Activo,0,19,F,5,Universitario,Empleado,2430000.0,589.0,False,2,Web,2.0,57.0,0.02303179745449919
CR001249,CL01153,2024-05-06,Desconocido,3000000,6,0.0358,564000,Aliado,900,0.1253,Automática,Finalizado,0,30,F,3,Técnico/Tecnólogo,Empleado,4500000.0,673.0,False,0,iOS,3.0,156.0,0.006551255541164815
CR001250,CL01155,2025-08-28,Avance de nómina,950000,9,0.0304,122000,Aliado,770,0.0498,Automática,Mora severa,1,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,506.0,True,1,iOS,26.0,123.73076923076924,0.957169308227513
CR001251,CL01155,2026-01-30,Microcrédito,1600000,6,0.0311,296000,Aliado,824,0.1208,Automática,Activo,0,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,506.0,True,1,iOS,26.0,123.73076923076924,0.002711918564150407
CR001252,CL01155,2025-06-21,Crédito libre inversión,4700000,18,0.022,319000,Call center,816,0.1302,Automática,Mora severa,1,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,506.0,True,1,iOS,26.0,123.73076923076924,0.9786044210254206
CR001253,CL01156,2025-05-27,Avance de nómina,1050000,3,0.0287,370000,App,850,0.0976,Automática,Mora severa,1,46,F,3,Bachiller,Independiente,3790000.0,526.0,False,0,Android,14.0,142.14285714285714,0.9639949980667106
CR001254,CL01156,2024-01-27,Crédito libre inversión,4100000,6,0.0307,759000,Web,900,0.2003,Automática,Mora moderada,1,46,F,3,Bachiller,Independiente,3790000.0,526.0,False,0,Android,14.0,142.14285714285714,0.9032534769363969
CR001255,CL01156,2024-09-27,Crédito consumo digital,1950000,6,0.0296,359000,Aliado,886,0.0947,Automática,Mora severa,1,46,F,3,Bachiller,Independiente,3790000.0,526.0,False,0,Android,14.0,142.14285714285714,0.9475457710676829
CR001256,CL01158,2026-02-23,Crédito consumo digital,2100000,9,0.0346,276000,Aliado,881,0.103,Automática,Activo,0,59,M,3,Universitario,Independiente,2680000.0,559.0,True,2,Android,7.0,216.14285714285717,0.002149165660008167
CR001257,CL01159,2024-04-19,Microcrédito,750000,12,0.0301,75000,Aliado,771,0.0551,Automática,Finalizado,0,46,M,3,Universitario,Empleado,1360000.0,596.0,True,1,Android,6.0,110.16666666666669,0.008863024525994115
CR001258,CL01160,2024-06-20,Crédito consumo digital,2100000,3,0.0328,746000,App,854,0.1995,Automática,Finalizado,0,33,F,3,Universitario,Comerciante,3740000.0,633.0,False,0,Web,,,0.010296215640727548
CR001259,CL01161,2025-09-19,Crédito consumo digital,1900000,24,0.032,115000,App,900,0.0294,Automática,Activo,0,19,F,2,Bachiller,Empleado,3910000.0,521.0,False,1,Android,5.0,121.2,0.022332414182130993
CR001260,CL01162,2026-02-16,Microcrédito,1900000,12,0.0255,186000,Aliado,864,0.1005,Automática,Activo,0,59,M,3,Técnico/Tecnólogo,Comerciante,1850000.0,687.0,False,1,Android,5.0,113.0,0.009602766645616455
CR001261,CL01165,2024-12-31,Microcrédito,3150000,6,0.0336,588000,Aliado,790,0.3063,Automática,Mora moderada,0,46,F,4,Universitario,Independiente,1920000.0,597.0,False,3,iOS,16.0,204.375,0.6425746475344343
CR001262,CL01165,2025-05-13,Crédito consumo digital,1900000,6,0.0319,353000,App,716,0.1839,Automática,Finalizado,0,46,F,4,Universitario,Independiente,1920000.0,597.0,False,3,iOS,16.0,204.375,0.002852578247335479
CR001263,CL01166,2025-05-15,Crédito libre inversión,5050000,24,0.0238,279000,App,900,0.0779,Automática,Activo,0,60,M,2,Universitario,Comerciante,3580000.0,696.0,False,2,Android,10.0,137.2,0.01505946676712793
CR001264,CL01166,2023-10-05,Crédito consumo digital,2600000,3,0.0359,930000,Call center,900,0.2598,Automática,Finalizado,0,60,M,2,Universitario,Comerciante,3580000.0,696.0,False,2,Android,10.0,137.2,0.011121020363294959
CR001265,CL01166,2025-04-20,Crédito consumo digital,2600000,24,0.025,145000,Web,900,0.0405,Automática,Activo,0,60,M,2,Universitario,Comerciante,3580000.0,696.0,False,2,Android,10.0,137.2,0.013151495070488342
CR001266,CL01168,2025-06-21,Crédito consumo digital,4850000,6,0.0315,900000,App,900,0.163,Automática,Finalizado,0,42,F,6,Bachiller,Empleado,5520000.0,745.0,False,2,iOS,2.0,103.0,0.008589062098754072
CR001267,CL01169,2024-02-17,Microcrédito,10650000,9,0.0292,1363000,Aliado,900,0.2776,Automática,Finalizado,0,42,F,3,Universitario,Comerciante,4910000.0,740.0,False,2,iOS,2.0,100.0,0.008920119546149059
CR001268,CL01170,2025-04-07,Crédito consumo digital,2150000,6,0.0287,395000,App,819,0.1091,Automática,Finalizado,0,45,M,2,Técnico/Tecnólogo,Microempresario,3620000.0,624.0,True,3,iOS,4.0,262.0,0.004380908963119455
CR001269,CL01171,2025-08-17,Avance de nómina,550000,6,0.0213,99000,App,755,0.0604,Automática,Finalizado,0,44,F,2,Bachiller,Independiente,1640000.0,549.0,False,2,iOS,5.0,109.6,0.016626673509980316
CR001270,CL01172,2025-10-15,Desconocido,2000000,9,0.0339,262000,Aliado,733,0.169,Automática,Activo,0,39,F,4,Universitario,Estudiante,1550000.0,603.0,False,2,iOS,5.0,105.8,0.007340571152697851
CR001271,CL01173,2025-05-27,Crédito libre inversión,3000000,3,0.028,1057000,App,707,0.6525,Excepción,Finalizado,0,37,M,2,Bachiller,Independiente,1620000.0,526.0,False,1,Android,,,0.03674580182126638
CR001272,CL01174,2024-12-04,Crédito libre inversión,7250000,12,0.023,698000,App,900,0.1772,Automática,Mora moderada,1,35,F,3,Técnico/Tecnólogo,Empleado,3940000.0,593.0,True,0,Android,4.0,130.0,0.9480304954825373
CR001273,CL01175,2025-06-13,Crédito libre inversión,3500000,12,0.0251,341000,App,862,0.0808,Automática,Activo,0,28,M,1,Universitario,Microempresario,4220000.0,594.0,False,4,iOS,22.0,181.8181818181818,0.0030772995898937536
CR001274,CL01175,2025-05-30,Avance de nómina,900000,9,0.0305,116000,Web,900,0.0275,Automática,Finalizado,0,28,M,1,Universitario,Microempresario,4220000.0,594.0,False,4,iOS,22.0,181.8181818181818,0.003998465289196244
CR001275,CL01175,2024-11-15,Crédito consumo digital,5100000,6,0.0291,939000,App,880,0.2225,Automática,Mora severa,1,28,M,1,Universitario,Microempresario,4220000.0,594.0,False,4,iOS,22.0,181.8181818181818,0.8837472047301795
CR001276,CL01177,2025-11-11,Crédito libre inversión,1600000,18,0.0294,116000,App,705,0.1234,Automática,Mora severa,1,19,F,2,Posgrado,Estudiante,940000.0,492.0,False,1,iOS,1.0,651.0,0.8112998492608311
CR001277,CL01178,2024-08-11,Crédito consumo digital,1150000,6,0.0268,210000,Aliado,889,0.0764,Automática,Finalizado,0,35,F,3,Sin información,Comerciante,2750000.0,644.0,True,3,iOS,4.0,136.0,0.011156441636419451
CR001278,CL01180,2024-04-07,Crédito libre inversión,4800000,18,0.0211,323000,App,900,0.0976,Automática,Mora moderada,1,25,M,4,Bachiller,Empleado,3310000.0,646.0,False,0,Android,7.0,214.8571428571429,0.9498255522519786
CR001279,CL01180,2024-07-23,Crédito libre inversión,2750000,9,0.0219,340000,App,892,0.1027,Automática,Finalizado,0,25,M,4,Bachiller,Empleado,3310000.0,646.0,False,0,Android,7.0,214.8571428571429,0.011582233509733971
CR001280,CL01181,2024-05-06,Microcrédito,2150000,9,0.0434,294000,Web,795,0.1633,Automática,Mora severa,1,38,F,1,Universitario,Empleado,1800000.0,569.0,True,1,Android,5.0,235.2,0.9082818981468576
CR001281,CL01182,2026-03-16,Avance de nómina,2150000,6,0.032,399000,App,900,0.0484,Automática,Activo,0,50,F,5,Técnico/Tecnólogo,Empleado,8240000.0,821.0,False,1,iOS,7.0,127.28571428571428,0.0054472750428531886
CR001282,CL01183,2024-03-11,Crédito consumo digital,1150000,18,0.0357,88000,App,792,0.0328,Automática,Mora moderada,1,45,M,4,Bachiller,Comerciante,2680000.0,600.0,False,1,Android,,,0.966880420911729
CR001283,CL01183,2024-02-03,Crédito consumo digital,900000,12,0.022,86000,App,809,0.0321,Automática,Mora severa,1,45,M,4,Bachiller,Comerciante,2680000.0,600.0,False,1,Android,,,0.9830987658212367
CR001284,CL01184,2025-03-29,Crédito consumo digital,850000,6,0.0236,154000,Call center,814,0.1027,Automática,Mora moderada,1,20,M,2,Bachiller,Independiente,1500000.0,585.0,False,2,Android,9.0,236.11111111111111,0.9488017528520576
CR001285,CL01185,2025-08-12,Crédito libre inversión,5300000,6,0.027,969000,App,703,0.4195,Manual,Mora moderada,1,26,F,2,Bachiller,Empleado,2310000.0,508.0,False,2,Android,8.0,158.5,0.9291335822579674
CR001286,CL01186,2025-07-15,Crédito consumo digital,1400000,6,0.0228,252000,Web,811,0.0969,Automática,Mora severa,1,45,M,3,Técnico/Tecnólogo,Empleado,2600000.0,660.0,False,1,Web,2.0,194.0,0.9567357648956925
CR001287,CL01187,2026-01-09,Microcrédito,5850000,12,0.0417,629000,Web,840,0.2321,Automática,Activo,0,26,M,3,Posgrado,Pensionado,2710000.0,638.0,True,1,iOS,28.0,149.32142857142858,0.0055627451246275895
CR001288,CL01187,2025-07-18,Crédito libre inversión,2200000,12,0.0179,205000,Aliado,900,0.0756,Automática,Activo,0,26,M,3,Posgrado,Pensionado,2710000.0,638.0,True,1,iOS,28.0,149.32142857142858,0.00479355238475667
CR001289,CL01188,2026-02-03,Crédito libre inversión,3300000,3,0.0308,1169000,App,795,0.4549,Manual,Activo,0,34,M,1,Bachiller,Comerciante,2570000.0,519.0,True,0,Android,17.0,162.58823529411765,0.006948707311908241
CR001290,CL01188,2023-12-31,Crédito consumo digital,1450000,3,0.0309,514000,Web,749,0.2,Automática,Finalizado,0,34,M,1,Bachiller,Comerciante,2570000.0,519.0,True,0,Android,17.0,162.58823529411765,0.01936724361745212
CR001291,CL01189,2026-02-03,Microcrédito,250000,9,0.0256,31000,Web,625,0.0721,Automática,Activo,0,42,M,4,Bachiller,Desempleado,430000.0,467.0,True,2,Android,10.0,178.8,0.008411474506623051
CR001292,CL01190,2024-11-09,Crédito consumo digital,4500000,12,0.0228,433000,Aliado,900,0.0638,Automática,Mora moderada,1,26,M,4,Técnico/Tecnólogo,Empleado,6790000.0,688.0,True,1,Android,18.0,163.88888888888889,0.8973753534147947
CR001293,CL01190,2024-02-05,Microcrédito,6050000,9,0.0263,764000,Aliado,900,0.1125,Automática,Finalizado,0,26,M,4,Técnico/Tecnólogo,Empleado,6790000.0,688.0,True,1,Android,18.0,163.88888888888889,0.005052950131788174
CR001294,CL01191,2025-10-07,Crédito consumo digital,800000,18,0.0232,55000,Aliado,900,0.0299,Automática,Mora severa,1,37,F,4,Bachiller,Pensionado,1840000.0,612.0,False,3,Android,8.0,139.0,0.9529363414792428
CR001295,CL01193,2026-02-05,Crédito consumo digital,1200000,12,0.0233,116000,Aliado,866,0.0396,Automática,Activo,0,30,F,4,Técnico/Tecnólogo,Independiente,2930000.0,695.0,False,1,Android,5.0,255.2,0.0034531039111702555
CR001296,CL01195,2024-08-07,Crédito consumo digital,1450000,6,0.0375,274000,Aliado,822,0.1015,Automática,Finalizado,0,20,M,5,Universitario,Empleado,2700000.0,543.0,False,0,Web,,,0.010057780320200212
CR001297,CL01199,2025-11-25,Avance de nómina,1800000,6,0.024,326000,Aliado,821,0.1331,Automática,Mora moderada,1,38,F,4,Universitario,Independiente,2450000.0,577.0,True,1,Android,7.0,250.8571428571429,0.820619025793893
CR001298,CL01199,2026-02-12,Microcrédito,1050000,18,0.0,74000,Aliado,863,0.0302,Automática,Activo,0,38,F,4,Universitario,Independiente,2450000.0,577.0,True,1,Android,7.0,250.8571428571429,0.002144111097333966
CR001299,CL01200,2025-07-26,Microcrédito,950000,12,0.0306,96000,Web,794,0.0578,Automática,Activo,0,50,M,2,Universitario,Conductor/Repartidor,1660000.0,555.0,False,2,Android,13.0,133.07692307692307,0.006787865900201925
CR001300,CL01200,2025-12-18,Avance de nómina,350000,18,0.018,23000,App,810,0.0139,Automática,Activo,0,50,M,2,Universitario,Conductor/Repartidor,1660000.0,555.0,False,2,Android,13.0,133.07692307692307,0.012927979335829065
CR001301,CL01201,2025-10-08,Crédito consumo digital,450000,18,0.0322,33000,App,795,0.0136,Automática,Activo,0,37,F,2,Técnico/Tecnólogo,Conductor/Repartidor,2430000.0,547.0,True,1,Android,2.0,223.0,0.010152965751872791
CR001302,CL01202,2025-11-10,Microcrédito,8600000,3,0.0302,3042000,Aliado,808,0.6805,Excepción,Mora severa,1,32,M,4,Bachiller,Microempresario,4470000.0,679.0,False,0,Android,,,0.9622062069162961
CR001303,CL01203,2025-10-03,Crédito consumo digital,1050000,18,0.0385,82000,Aliado,694,0.1051,Automática,Activo,0,37,M,2,Técnico/Tecnólogo,Desempleado,780000.0,448.0,False,1,Android,7.0,176.42857142857142,0.015141172974075768
CR001304,CL01204,2026-01-09,Crédito consumo digital,5600000,18,0.0235,385000,Aliado,829,0.1024,Automática,Activo,0,41,F,3,Bachiller,Independiente,3760000.0,671.0,False,1,iOS,6.0,216.83333333333331,0.006584772902942491
CR001305,CL01205,2024-09-10,Crédito libre inversión,3050000,9,0.0186,371000,Web,783,0.1775,Automática,Mora severa,1,36,F,2,Bachiller,Empleado,2090000.0,568.0,False,1,iOS,3.0,248.0,0.9650486078845473
CR001306,CL01207,2025-09-19,Crédito libre inversión,2050000,9,0.0315,265000,Web,878,0.096,Automática,Activo,0,29,M,4,Técnico/Tecnólogo,Independiente,2760000.0,666.0,True,0,Android,7.0,225.14285714285717,0.006565671827341446
CR001307,CL01208,2025-05-07,Microcrédito,1700000,3,0.0348,607000,App,682,0.2362,Automática,Finalizado,0,29,M,1,Bachiller,Desempleado,2570000.0,436.0,False,2,iOS,2.0,62.5,0.01602976394473204
CR001308,CL01209,2025-04-29,Crédito consumo digital,950000,24,0.0293,56000,App,866,0.0206,Automática,Mora moderada,1,22,F,3,Bachiller,Independiente,2720000.0,564.0,True,2,Android,13.0,116.53846153846152,0.9547740168922543
CR001309,CL01209,2023-09-09,Microcrédito,3150000,3,0.0391,1133000,Aliado,807,0.4165,Manual,Finalizado,0,22,F,3,Bachiller,Independiente,2720000.0,564.0,True,2,Android,13.0,116.53846153846152,0.003927583229706615
CR001310,CL01210,2025-12-20,Crédito libre inversión,1100000,24,0.0206,59000,Aliado,732,0.0573,Automática,Activo,0,53,M,1,Universitario,Desempleado,1030000.0,544.0,False,1,iOS,4.0,159.75,0.0074233582448609585
CR001311,CL01211,2025-03-12,Crédito libre inversión,4450000,9,0.0218,550000,App,753,0.3642,Manual,Mora severa,1,24,M,3,Universitario,Conductor/Repartidor,1510000.0,499.0,False,1,Android,18.0,203.05555555555557,0.9580335366758003
CR001312,CL01211,2025-11-29,Crédito consumo digital,1150000,24,0.0255,65000,App,769,0.043,Automática,Mora moderada,1,24,M,3,Universitario,Conductor/Repartidor,1510000.0,499.0,False,1,Android,18.0,203.05555555555557,0.9462224536107012
CR001313,CL01214,2024-04-26,Avance de nómina,550000,12,0.0308,56000,Web,900,0.0201,Automática,Finalizado,0,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,642.0,False,0,Android,27.0,148.62962962962962,0.009336283859567078
CR001314,CL01214,2026-03-20,Avance de nómina,500000,18,0.0319,37000,App,827,0.0133,Automática,Activo,0,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,642.0,False,0,Android,27.0,148.62962962962962,0.00982086591546864
CR001315,CL01214,2024-03-04,Crédito consumo digital,1700000,12,0.0253,166000,Aliado,882,0.0597,Automática,Finalizado,0,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,642.0,False,0,Android,27.0,148.62962962962962,0.006452567654392946
CR001316,CL01215,2023-11-16,Crédito libre inversión,2850000,9,0.0263,360000,App,794,0.1731,Automática,Finalizado,0,33,F,5,Técnico/Tecnólogo,Independiente,2080000.0,573.0,True,3,iOS,1.0,169.0,0.007985509158232264
CR001317,CL01216,2025-08-10,Crédito libre inversión,9800000,9,0.0223,1214000,App,877,0.2836,Automática,Activo,0,48,F,5,Técnico/Tecnólogo,Conductor/Repartidor,4280000.0,621.0,False,1,Android,18.0,136.44444444444446,0.007543557212972969
CR001318,CL01216,2025-12-28,Microcrédito,3850000,6,0.0386,731000,App,871,0.1708,Automática,Activo,0,48,F,5,Técnico/Tecnólogo,Conductor/Repartidor,4280000.0,621.0,False,1,Android,18.0,136.44444444444446,0.0036736981698325846
CR001319,CL01217,2025-10-03,Microcrédito,6000000,6,0.0408,1148000,Aliado,765,0.4467,Manual,Finalizado,0,29,F,3,Bachiller,Microempresario,2570000.0,658.0,False,0,iOS,4.0,142.0,0.007844367758003444
CR001320,CL01219,2026-01-22,Microcrédito,4450000,9,0.0335,581000,App,900,0.0937,Automática,Mora moderada,1,28,F,6,Universitario,Comerciante,6200000.0,742.0,False,2,Android,15.0,219.26666666666668,0.8499946106843133
CR001321,CL01219,2025-11-29,Crédito consumo digital,3600000,12,0.0258,353000,Aliado,900,0.0569,Automática,Activo,0,28,F,6,Universitario,Comerciante,6200000.0,742.0,False,2,Android,15.0,219.26666666666668,0.005346119582496713
CR001322,CL01220,2024-06-06,Crédito consumo digital,500000,12,0.0374,52000,App,705,0.0416,Automática,Mora severa,1,57,M,4,Técnico/Tecnólogo,Desempleado,1250000.0,518.0,False,3,Android,11.0,238.3636363636364,0.9215529335776341
CR001323,CL01220,2023-12-25,Crédito consumo digital,900000,9,0.0251,113000,App,723,0.0904,Automática,Mora moderada,1,57,M,4,Técnico/Tecnólogo,Desempleado,1250000.0,518.0,False,3,Android,11.0,238.3636363636364,0.817195914604287
CR001324,CL01221,2023-12-29,Crédito consumo digital,1500000,6,0.0389,285000,Aliado,828,0.0916,Automática,Finalizado,0,24,F,3,Universitario,Conductor/Repartidor,3110000.0,575.0,False,0,iOS,6.0,124.5,0.010906038126973619
CR001325,CL01221,2024-07-25,Crédito consumo digital,1250000,9,0.0287,160000,App,855,0.0514,Automática,Mora moderada,0,24,F,3,Universitario,Conductor/Repartidor,3110000.0,575.0,False,0,iOS,6.0,124.5,0.9348991183974096
CR001326,CL01222,2025-04-16,Microcrédito,850000,6,0.0362,160000,App,699,0.1649,Automática,Finalizado,0,39,F,4,Técnico/Tecnólogo,Desempleado,970000.0,501.0,False,1,iOS,9.0,109.0,0.008532046783946605
CR001327,CL01224,2025-01-11,Crédito consumo digital,300000,12,0.0264,29000,App,766,0.058,Automática,Finalizado,0,40,M,2,Técnico/Tecnólogo,Estudiante,500000.0,477.0,False,1,Android,2.0,132.0,0.022925542956554048
CR001328,CL01225,2025-07-25,Crédito consumo digital,1850000,6,0.0276,339000,Aliado,523,0.1389,Excepción,Finalizado,0,34,M,3,Técnico/Tecnólogo,Empleado,2440000.0,588.0,True,3,Android,,,0.023450495222951156
CR001329,CL01226,2024-09-05,Crédito consumo digital,1600000,6,0.0265,292000,App,783,0.1321,Automática,Finalizado,0,35,M,2,Universitario,Empleado,2210000.0,508.0,False,2,Android,4.0,206.25,0.008000800235374606
CR001330,CL01227,2024-01-16,Microcrédito,1800000,18,0.0333,135000,Call center,810,0.0443,Automática,Mora severa,1,36,M,4,Posgrado,Empleado,3050000.0,581.0,True,3,Web,1.0,103.0,0.978493540015048
CR001331,CL01228,2024-12-14,Microcrédito,700000,12,0.0383,74000,App,692,0.1156,Automática,Finalizado,0,35,M,1,Universitario,Estudiante,640000.0,457.0,False,4,Android,2.0,168.0,0.007382296103634567
CR001332,CL01229,2026-01-04,Crédito libre inversión,3400000,3,0.0204,1180000,App,873,0.3907,Manual,Finalizado,0,46,F,2,Bachiller,Empleado,3020000.0,665.0,False,4,Android,2.0,463.0,0.0004826367890254564
CR001333,CL01230,2024-09-22,Microcrédito,5300000,6,0.0265,967000,Call center,779,0.3996,Manual,Mora moderada,1,58,F,2,Sin información,Empleado,2420000.0,592.0,False,0,Android,13.0,135.0,0.9081042370485463
CR001334,CL01230,2023-10-01,Crédito libre inversión,5400000,24,0.0202,286000,Aliado,897,0.1182,Automática,Mora moderada,1,58,F,2,Sin información,Empleado,2420000.0,592.0,False,0,Android,13.0,135.0,0.9532195225646969
CR001335,CL01233,2024-11-14,Crédito consumo digital,1150000,24,0.0351,72000,App,900,0.0321,Automática,Activo,0,75,F,3,Bachiller,Empleado,2240000.0,705.0,True,0,iOS,,,0.0053546061423551325
CR001336,CL01234,2025-04-12,Crédito consumo digital,2350000,6,0.032,437000,App,783,0.1917,Automática,Finalizado,0,62,M,1,Bachiller,Microempresario,2280000.0,598.0,False,0,Web,18.0,224.05555555555557,0.005368310407773513
CR001337,CL01234,2025-12-13,Crédito consumo digital,1850000,24,0.0384,119000,Aliado,850,0.0522,Automática,Activo,0,62,M,1,Bachiller,Microempresario,2280000.0,598.0,False,0,Web,18.0,224.05555555555557,0.004770934006064656
CR001338,CL01235,2025-01-18,Crédito libre inversión,2600000,3,0.0307,920000,Aliado,852,0.3206,Automática,Finalizado,0,28,M,3,Universitario,Empleado,2870000.0,635.0,False,3,Android,17.0,117.11764705882354,0.005963531467458981
CR001339,CL01235,2026-02-11,Crédito consumo digital,2200000,6,0.037,416000,Call center,817,0.1449,Automática,Activo,0,28,M,3,Universitario,Empleado,2870000.0,635.0,False,3,Android,17.0,117.11764705882354,0.009604593982031553
CR001340,CL01236,2025-05-22,Crédito consumo digital,550000,9,0.0214,68000,App,698,0.1046,Automática,Mora severa,1,52,M,3,Técnico/Tecnólogo,Estudiante,650000.0,586.0,False,1,Android,6.0,95.16666666666669,0.9845440520036502
CR001341,CL01237,2025-07-12,Crédito consumo digital,2150000,6,0.0266,392000,App,900,0.1037,Automática,Finalizado,0,53,F,3,Técnico/Tecnólogo,Empleado,3780000.0,703.0,True,2,Android,,,0.004563320679555035
CR001342,CL01237,2025-08-02,Microcrédito,3600000,6,0.0409,689000,App,889,0.1823,Automática,Finalizado,0,53,F,3,Técnico/Tecnólogo,Empleado,3780000.0,703.0,True,2,Android,,,0.00342106034408249
