cliente_id,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash
CL01055,2024-08-09,Bolívar,Cartagena,30,M,2,Universitario,Comerciante,2240000.0,App orgánico,486.0,False,2,Android,hash_567741
CL01056,2023-09-12,Antioquia,Medellín,29,F,4,Técnico/Tecnólogo,Independiente,1430000.0,App orgánico,574.0,False,3,Android,hash_526375
CL01057,2023-06-10,Antioquia,Medellín,36,M,3,Técnico/Tecnólogo,Empleado,2570000.0,Aliado comercial,616.0,False,1,Android,hash_891042
CL01058,2023-04-30,Antioquia,Medellín,48,M,3,Bachiller,Desempleado,650000.0,Campaña digital,488.0,False,1,Android,hash_112741
CL01059,2023-09-25,Atlántico,Barranquilla,41,M,3,Sin información,Empleado,4680000.0,Call center,667.0,False,1,Android,hash_613207
CL01060,2025-08-24,Bogotá D.C.,Bogotá,32,M,3,Bachiller,Comerciante,2450000.0,Campaña digital,654.0,False,4,Android,hash_205894
CL01061,2025-01-08,Norte de Santander,Cúcuta,44,F,2,Bachiller,Independiente,1260000.0,Referido,570.0,True,4,Android,hash_406732
CL01062,2025-01-10,Bogotá D.C.,Bogotá,19,M,2,Técnico/Tecnólogo,Empleado,1870000.0,App orgánico,543.0,True,2,Android,hash_222082
CL01063,2024-05-28,Meta,Villavicencio,47,M,4,Bachiller,Independiente,3220000.0,Aliado comercial,630.0,False,1,Web,hash_508107
CL01064,2024-01-06,Bogotá D.C.,Bogotá,19,F,2,Universitario,Empleado,2760000.0,Referido,711.0,False,0,iOS,hash_746905
CL01065,2024-04-06,Atlántico,Barranquilla,32,F,3,Universitario,Conductor/Repartidor,1400000.0,Referido,596.0,False,2,Android,hash_801983
CL01066,2025-03-03,Valle del Cauca,Cali,25,M,4,Bachiller,Pensionado,2840000.0,Aliado comercial,576.0,True,0,Android,hash_331059
CL01067,2023-11-17,Bolívar,Cartagena,23,F,3,Universitario,Empleado,2200000.0,Campaña digital,575.0,False,1,Android,hash_989920
CL01068,2023-03-15,Antioquia,Medellín,48,F,3,Sin información,Empleado,1880000.0,Call center,602.0,False,1,iOS,hash_888106
CL01069,2025-09-28,Valle del Cauca,Cali,31,F,5,Técnico/Tecnólogo,Estudiante,1470000.0,Referido,559.0,False,2,iOS,hash_987518
CL01070,2024-03-08,Bogotá D.C.,Bogotá,39,F,3,Universitario,Microempresario,3660000.0,Aliado comercial,720.0,False,1,Android,hash_279598
CL01071,2025-05-23,Risaralda,Pereira,36,F,6,Técnico/Tecnólogo,Independiente,2920000.0,Campaña digital,696.0,False,1,iOS,hash_128082
CL01072,2023-11-06,Valle del Cauca,Cali,41,M,5,Técnico/Tecnólogo,Empleado,4200000.0,Aliado comercial,626.0,False,1,Android,hash_113882
CL01073,2025-02-16,Norte de Santander,Cúcuta,37,M,3,Técnico/Tecnólogo,Comerciante,1360000.0,Referido,601.0,False,1,Android,hash_747786
CL01074,2023-01-30,Antioquia,Medellín,23,M,3,Bachiller,Empleado,3350000.0,Referido,534.0,True,1,Android,hash_771999
CL01075,2023-09-25,Bogotá D.C.,Bogotá,46,M,4,Técnico/Tecnólogo,Empleado,6870000.0,Campaña digital,799.0,False,1,Android,hash_324903
CL01076,2024-04-12,Bogotá D.C.,Bogotá,31,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2110000.0,Campaña digital,572.0,False,2,Android,hash_777519
CL01077,2023-03-06,Valle del Cauca,Cali,20,F,1,Bachiller,Empleado,2570000.0,Campaña digital,506.0,False,0,Android,hash_630942
CL01078,2024-11-15,Norte de Santander,Cúcuta,32,M,3,Universitario,Empleado,4620000.0,Campaña digital,613.0,False,2,Android,hash_487581
CL01079,2023-03-20,Valle del Cauca,Cali,51,M,2,Bachiller,Pensionado,3600000.0,Campaña digital,608.0,False,0,Android,hash_480836
CL01080,2025-08-19,Bogotá D.C.,Bogotá,45,F,2,Técnico/Tecnólogo,Independiente,3260000.0,App orgánico,637.0,True,1,iOS,hash_540769
CL01081,2023-02-15,Valle del Cauca,Cali,33,M,1,Sin información,Comerciante,1250000.0,Aliado comercial,484.0,False,2,Android,hash_768987
CL01082,2023-06-28,Caldas,Manizales,33,M,2,Técnico/Tecnólogo,Comerciante,3040000.0,Campaña digital,507.0,False,2,Android,hash_677076
CL01083,2023-09-17,Cundinamarca,Soacha,33,F,2,Técnico/Tecnólogo,Empleado,1320000.0,Aliado comercial,494.0,True,2,Android,hash_373827
CL01084,2024-04-21,Santander,Bucaramanga,57,F,2,Sin información,Pensionado,1860000.0,Aliado comercial,553.0,False,0,iOS,hash_983951
CL01085,2025-04-04,Norte de Santander,Cúcuta,40,M,3,Técnico/Tecnólogo,Independiente,2150000.0,Referido,527.0,False,0,Android,hash_631873
CL01086,2023-05-12,Valle del Cauca,Cali,40,M,1,Universitario,Conductor/Repartidor,1460000.0,Aliado comercial,365.0,False,4,Android,hash_874393
CL01087,2023-02-23,Bogotá D.C.,Bogotá,46,M,5,Bachiller,Comerciante,3690000.0,Campaña digital,703.0,False,1,Android,hash_265961
CL01088,2025-02-16,Cundinamarca,Soacha,38,M,3,Bachiller,Conductor/Repartidor,3020000.0,App orgánico,526.0,False,1,Android,hash_837992
CL01089,2024-04-25,Bogotá D.C.,Bogotá,33,M,1,Posgrado,Estudiante,1290000.0,App orgánico,504.0,True,0,Android,hash_409345
CL01090,2024-11-11,Atlántico,Barranquilla,34,F,4,Técnico/Tecnólogo,Empleado,4070000.0,Campaña digital,670.0,False,1,Android,hash_613419
CL01091,2025-02-21,Cundinamarca,Soacha,35,M,2,Universitario,Independiente,2570000.0,App orgánico,579.0,False,4,Android,hash_245271
CL01092,2023-01-23,Norte de Santander,Cúcuta,36,M,3,Técnico/Tecnólogo,Independiente,1980000.0,Aliado comercial,602.0,False,2,Android,hash_973081
CL01093,2024-10-19,Cundinamarca,Soacha,43,M,4,Universitario,Empleado,3930000.0,Referido,589.0,True,2,Android,hash_606911
CL01094,2025-12-22,Atlántico,Barranquilla,37,F,5,Bachiller,Comerciante,2510000.0,Campaña digital,630.0,True,1,Web,hash_249671
CL01095,2023-02-03,Valle del Cauca,Cali,43,F,3,Técnico/Tecnólogo,Empleado,2740000.0,Call center,615.0,True,0,Android,hash_912026
CL01096,2023-09-30,Valle del Cauca,Cali,35,F,2,Universitario,Comerciante,1470000.0,Aliado comercial,555.0,False,2,Android,hash_816748
CL01097,2024-09-23,Bolívar,Cartagena,37,M,3,Bachiller,Comerciante,2920000.0,Campaña digital,583.0,False,0,iOS,hash_374006
CL01098,2025-10-04,Valle del Cauca,Cali,19,M,3,Técnico/Tecnólogo,Comerciante,2070000.0,App orgánico,561.0,False,2,iOS,hash_371759
CL01099,2025-11-09,Bogotá D.C.,Bogotá,45,M,1,Bachiller,Empleado,1030000.0,App orgánico,523.0,False,0,Android,hash_520647
CL01100,2025-05-14,Valle del Cauca,Cali,39,F,4,Técnico/Tecnólogo,Empleado,9200000.0,Campaña digital,812.0,False,1,Android,hash_751110
CL01101,2024-02-20,Bogotá D.C.,Bogotá,46,F,5,Posgrado,Desempleado,1880000.0,Aliado comercial,616.0,True,1,Web,hash_925307
CL01102,2025-12-30,Santander,Bucaramanga,19,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1390000.0,Referido,446.0,False,1,Android,hash_231866
CL01103,2025-08-27,Atlántico,Barranquilla,57,M,2,Universitario,Conductor/Repartidor,4130000.0,App orgánico,668.0,True,1,Android,hash_515844
CL01104,2023-04-17,Bogotá D.C.,Bogotá,35,F,2,Técnico/Tecnólogo,Independiente,1180000.0,App orgánico,484.0,False,0,Android,hash_823163
CL01105,2025-09-20,Bogotá D.C.,Bogotá,47,F,6,Bachiller,Independiente,4460000.0,App orgánico,679.0,False,0,Android,hash_240401
CL01106,2025-09-14,Atlántico,Barranquilla,26,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1490000.0,Campaña digital,469.0,False,2,Android,hash_262814
CL01107,2023-02-18,Bogotá D.C.,Bogotá,42,M,2,Sin información,Conductor/Repartidor,1140000.0,Campaña digital,567.0,False,0,Android,hash_226026
CL01108,2023-03-17,Atlántico,Barranquilla,25,M,2,Universitario,Estudiante,1180000.0,Campaña digital,488.0,True,1,iOS,hash_348433
CL01109,2023-06-04,Valle del Cauca,Cali,30,F,2,Universitario,Empleado,2310000.0,Campaña digital,588.0,False,0,Android,hash_579757
CL01110,2025-07-02,Antioquia,Medellín,55,M,3,Universitario,Independiente,2060000.0,Referido,571.0,False,1,iOS,hash_959138
CL01111,2025-05-07,Antioquia,Medellín,34,M,2,Universitario,Independiente,1980000.0,Referido,398.0,True,1,Android,hash_827814
CL01112,2025-09-17,Bogotá D.C.,Bogotá,38,F,2,Técnico/Tecnólogo,Empleado,1750000.0,Referido,469.0,False,4,Android,hash_249389
CL01113,2025-02-03,Cundinamarca,Soacha,45,M,4,Bachiller,Empleado,7370000.0,Referido,850.0,False,1,iOS,hash_516219
CL01114,2026-01-14,Cundinamarca,Soacha,41,M,2,Universitario,Empleado,3370000.0,Referido,527.0,False,1,Android,hash_492838
CL01115,2023-04-27,Norte de Santander,Cúcuta,38,M,2,Universitario,Independiente,2190000.0,Campaña digital,535.0,False,1,Android,hash_245942
CL01116,2024-04-22,Bogotá D.C.,Bogotá,40,M,2,Universitario,Estudiante,2570000.0,Campaña digital,449.0,True,2,Android,hash_770792
CL01117,2023-11-08,Antioquia,Medellín,60,F,3,Técnico/Tecnólogo,Conductor/Repartidor,2510000.0,Referido,576.0,False,2,Android,hash_865962
CL01118,2023-06-10,Atlántico,Barranquilla,35,F,2,Universitario,Comerciante,1650000.0,App orgánico,573.0,False,2,Android,hash_664501
CL01119,2025-06-18,Valle del Cauca,Cali,38,M,2,Técnico/Tecnólogo,Desempleado,940000.0,Aliado comercial,531.0,False,1,iOS,hash_306802
CL01120,2023-08-25,Antioquia,Medellín,47,No informa,1,Técnico/Tecnólogo,Comerciante,1380000.0,Campaña digital,533.0,True,4,iOS,hash_974966
CL01121,2023-08-06,Antioquia,Medellín,47,M,3,Técnico/Tecnólogo,Conductor/Repartidor,1770000.0,Campaña digital,547.0,False,1,Android,hash_293654
CL01122,2023-10-30,Bogotá D.C.,Bogotá,17,M,3,Bachiller,Estudiante,1600000.0,App orgánico,359.0,False,2,Android,hash_888005
CL01123,2024-10-31,Bogotá D.C.,Bogotá,42,M,6,Sin información,Empleado,5100000.0,App orgánico,738.0,False,2,iOS,hash_977714
CL01124,2023-05-01,Tolima,Ibagué,25,F,3,Técnico/Tecnólogo,Independiente,2240000.0,App orgánico,545.0,True,1,Android,hash_694105
CL01125,2023-10-16,Antioquia,Medellín,52,M,5,Técnico/Tecnólogo,Independiente,2600000.0,App orgánico,646.0,True,2,Android,hash_599668
CL01126,2024-03-06,Bogotá D.C.,Bogotá,25,M,2,Técnico/Tecnólogo,Desempleado,530000.0,App orgánico,509.0,True,0,Android,hash_544764
CL01127,2025-05-08,Bogotá D.C.,Bogotá,39,F,4,Técnico/Tecnólogo,Comerciante,2500000.0,Aliado comercial,635.0,False,3,Android,hash_157942
CL01128,2024-08-04,Bogotá D.C.,Bogotá,28,F,2,Sin información,Empleado,3070000.0,App orgánico,654.0,True,3,Android,hash_898086
CL01129,2025-03-25,Atlántico,Barranquilla,35,M,3,Universitario,Comerciante,2570000.0,App orgánico,571.0,True,2,Android,hash_796042
CL01130,2023-01-22,Valle del Cauca,Cali,39,F,3,Técnico/Tecnólogo,Pensionado,4470000.0,Campaña digital,730.0,False,3,Android,hash_508195
CL01131,2024-01-08,Bolívar,Cartagena,39,F,3,Posgrado,Empleado,2120000.0,Call center,685.0,False,1,iOS,hash_385279
CL01132,2024-11-14,Atlántico,Barranquilla,40,M,3,Técnico/Tecnólogo,Empleado,2510000.0,Referido,614.0,True,1,iOS,hash_717769
CL01133,2025-08-26,Bogotá D.C.,Bogotá,52,M,1,Universitario,Microempresario,2760000.0,Campaña digital,668.0,True,2,Android,hash_528718
CL01134,2024-11-28,Bogotá D.C.,Bogotá,41,F,3,Técnico/Tecnólogo,Microempresario,3810000.0,App orgánico,619.0,False,4,Android,hash_363929
CL01135,2023-02-10,Antioquia,Medellín,34,F,3,Sin información,Empleado,2100000.0,Call center,532.0,False,0,iOS,hash_441977
CL01136,2024-03-30,Bogotá D.C.,Bogotá,46,M,3,Posgrado,Microempresario,2570000.0,App orgánico,644.0,False,0,iOS,hash_137880
CL01137,2023-09-02,Antioquia,Medellín,48,M,3,Técnico/Tecnólogo,Empleado,1870000.0,App orgánico,482.0,False,3,Android,hash_600314
CL01138,2025-12-13,Meta,Villavicencio,24,F,1,Universitario,Empleado,2740000.0,Call center,555.0,False,1,Android,hash_410748
CL01139,2024-02-05,Valle del Cauca,Cali,42,M,3,Bachiller,Independiente,1260000.0,Campaña digital,441.0,True,0,Android,hash_622881
CL01140,2023-03-16,Cundinamarca,Soacha,43,F,3,Técnico/Tecnólogo,Empleado,2190000.0,Call center,556.0,True,1,Android,hash_133033
CL01141,2023-06-13,Valle del Cauca,Cali,33,F,5,Universitario,Independiente,3280000.0,Campaña digital,584.0,False,2,Android,hash_502867
CL01142,2023-03-05,Atlántico,Barranquilla,50,M,3,Técnico/Tecnólogo,Comerciante,3140000.0,App orgánico,594.0,False,3,Web,hash_772051
CL01143,2023-03-05,Bogotá D.C.,Bogotá,34,M,3,Universitario,Microempresario,2800000.0,Campaña digital,655.0,False,4,Android,hash_405383
CL01144,2024-10-22,Risaralda,Pereira,37,F,2,Universitario,Empleado,2330000.0,Campaña digital,654.0,True,0,Web,hash_602542
CL01145,2023-03-23,Cundinamarca,Soacha,34,F,2,Bachiller,Independiente,1370000.0,App orgánico,458.0,False,1,Android,hash_960348
CL01146,2023-02-09,Tolima,Ibagué,36,M,1,Bachiller,Empleado,4950000.0,Referido,687.0,False,1,Android,hash_183335
CL01147,2024-09-17,Atlántico,Barranquilla,25,F,3,Bachiller,Microempresario,4600000.0,Call center,702.0,True,0,Android,hash_235915
CL01148,2024-01-17,Caldas,Manizales,22,M,2,Bachiller,Microempresario,2950000.0,App orgánico,464.0,False,2,Android,hash_511913
CL01149,2023-02-25,Atlántico,Barranquilla,52,M,3,Bachiller,Microempresario,3390000.0,App orgánico,674.0,False,2,iOS,hash_932888
CL01150,2023-04-09,Atlántico,Barranquilla,28,M,3,Universitario,Empleado,2070000.0,Campaña digital,642.0,False,0,Android,hash_557359
CL01151,2025-12-27,Norte de Santander,Cúcuta,26,F,2,Universitario,Independiente,2570000.0,Aliado comercial,567.0,True,1,Android,hash_243361
CL01152,2025-07-03,Bogotá D.C.,Bogotá,19,F,5,Universitario,Empleado,2430000.0,Aliado comercial,589.0,False,2,Web,hash_309074
CL01153,2023-05-07,Atlántico,Barranquilla,30,F,3,Técnico/Tecnólogo,Empleado,4500000.0,Campaña digital,673.0,False,0,iOS,hash_190930
CL01154,2025-02-08,Bogotá D.C.,Bogotá,23,F,2,Bachiller,Empleado,1770000.0,Aliado comercial,570.0,False,0,Android,hash_770712
CL01155,2025-05-06,Risaralda,Pereira,52,M,4,Posgrado,Conductor/Repartidor,2450000.0,Campaña digital,506.0,True,1,iOS,hash_523959
CL01156,2023-11-22,Caldas,Manizales,46,F,3,Bachiller,Independiente,3790000.0,App orgánico,526.0,False,0,Android,hash_762588
CL01157,2023-11-01,Atlántico,Barranquilla,29,M,3,Técnico/Tecnólogo,Independiente,2100000.0,App orgánico,428.0,True,1,Android,hash_974733
CL01158,2025-07-07,Cundinamarca,Soacha,59,M,3,Universitario,Independiente,2680000.0,Referido,559.0,True,2,Android,hash_730094
CL01159,2023-04-13,Atlántico,Barranquilla,46,M,3,Universitario,Empleado,1360000.0,Aliado comercial,596.0,True,1,Android,hash_279096
CL01160,2024-03-12,Antioquia,Medellín,33,F,3,Universitario,Comerciante,3740000.0,App orgánico,633.0,False,0,Web,hash_959856
CL01161,2025-03-24,Risaralda,Pereira,19,F,2,Bachiller,Empleado,3910000.0,Aliado comercial,521.0,False,1,Android,hash_782226
CL01162,2024-08-16,Risaralda,Pereira,59,M,3,Técnico/Tecnólogo,Comerciante,1850000.0,Referido,687.0,False,1,Android,hash_730273
CL01163,2025-06-22,Meta,Villavicencio,22,F,4,Sin información,Comerciante,4520000.0,App orgánico,752.0,False,0,Android,hash_401984
CL01164,2024-10-09,Antioquia,Medellín,20,F,4,Bachiller,Independiente,2590000.0,App orgánico,641.0,False,1,Android,hash_148392
CL01165,2024-02-20,Bogotá D.C.,Bogotá,46,F,4,Universitario,Independiente,1920000.0,Referido,597.0,False,3,iOS,hash_941618
CL01166,2023-06-01,Antioquia,Medellín,60,M,2,Universitario,Comerciante,3580000.0,Campaña digital,696.0,False,2,Android,hash_421044
CL01167,2025-03-30,Bogotá D.C.,Bogotá,50,M,5,Bachiller,Independiente,3450000.0,Campaña digital,677.0,False,2,iOS,hash_266835
CL01168,2025-04-15,Bogotá D.C.,Bogotá,42,F,6,Bachiller,Empleado,5520000.0,Campaña digital,745.0,False,2,iOS,hash_714822
CL01169,2023-08-07,Cundinamarca,Soacha,42,F,3,Universitario,Comerciante,4910000.0,Call center,740.0,False,2,iOS,hash_693465
CL01170,2023-08-19,Bogotá D.C.,Bogotá,45,M,2,Técnico/Tecnólogo,Microempresario,3620000.0,Campaña digital,624.0,True,3,iOS,hash_266268
CL01171,2024-11-14,Norte de Santander,Cúcuta,44,F,2,Bachiller,Independiente,1640000.0,Call center,549.0,False,2,iOS,hash_648606
CL01172,2024-10-28,Santander,Bucaramanga,39,F,4,Universitario,Estudiante,1550000.0,Referido,603.0,False,2,iOS,hash_756734
CL01173,2025-10-28,Valle del Cauca,Cali,37,M,2,Bachiller,Independiente,1620000.0,Referido,526.0,False,1,Android,hash_776196
CL01174,2023-02-26,Antioquia,Medellín,35,F,3,Técnico/Tecnólogo,Empleado,3940000.0,Campaña digital,593.0,True,0,Android,hash_255801
CL01175,2024-09-21,Bogotá D.C.,Bogotá,28,M,1,Universitario,Microempresario,4220000.0,Aliado comercial,594.0,False,4,iOS,hash_140721
CL01176,2025-09-10,Caldas,Manizales,33,M,3,Técnico/Tecnólogo,Independiente,2970000.0,Referido,529.0,False,1,Android,hash_906696
CL01177,2024-12-25,Norte de Santander,Cúcuta,19,F,2,Posgrado,Estudiante,940000.0,Campaña digital,492.0,False,1,iOS,hash_273707
CL01178,2023-12-23,Atlántico,Barranquilla,35,F,3,Sin información,Comerciante,2750000.0,App orgánico,644.0,True,3,iOS,hash_931653
CL01179,2025-10-16,Santander,Bucaramanga,26,M,4,Sin información,Conductor/Repartidor,3330000.0,Referido,638.0,False,0,Android,hash_798734
CL01180,2023-03-18,Bogotá D.C.,Bogotá,25,M,4,Bachiller,Empleado,3310000.0,Aliado comercial,646.0,False,0,Android,hash_418862
CL01181,2023-07-03,Antioquia,Medellín,38,F,1,Universitario,Empleado,1800000.0,App orgánico,569.0,True,1,Android,hash_849656
CL01182,2025-10-06,Antioquia,Medellín,50,F,5,Técnico/Tecnólogo,Empleado,8240000.0,Campaña digital,821.0,False,1,iOS,hash_894360
CL01183,2024-01-17,Valle del Cauca,Cali,45,M,4,Bachiller,Comerciante,2680000.0,App orgánico,600.0,False,1,Android,hash_865176
CL01184,2024-07-01,Bogotá D.C.,Bogotá,20,M,2,Bachiller,Independiente,1500000.0,App orgánico,585.0,False,2,Android,hash_279586
CL01185,2025-02-06,Bolívar,Cartagena,26,F,2,Bachiller,Empleado,2310000.0,App orgánico,508.0,False,2,Android,hash_572374
CL01186,2025-05-24,Bogotá D.C.,Bogotá,45,M,3,Técnico/Tecnólogo,Empleado,2600000.0,Referido,660.0,False,1,Web,hash_331831
CL01187,2023-11-25,Bogotá D.C.,Bogotá,26,M,3,Posgrado,Pensionado,2710000.0,App orgánico,638.0,True,1,iOS,hash_465890
CL01188,2023-11-06,Santander,Bucaramanga,34,M,1,Bachiller,Comerciante,2570000.0,Campaña digital,519.0,True,0,Android,hash_950531
CL01189,2024-09-07,Bogotá D.C.,Bogotá,42,M,4,Bachiller,Desempleado,430000.0,Campaña digital,467.0,True,2,Android,hash_525377
CL01190,2023-03-24,Bogotá D.C.,Bogotá,26,M,4,Técnico/Tecnólogo,Empleado,6790000.0,Campaña digital,688.0,True,1,Android,hash_680913
CL01191,2023-09-05,Bogotá D.C.,Bogotá,37,F,4,Bachiller,Pensionado,1840000.0,App orgánico,612.0,False,3,Android,hash_251265
CL01192,2024-09-04,Bogotá D.C.,Bogotá,23,F,4,Sin información,Comerciante,1490000.0,App orgánico,549.0,False,0,Android,hash_521788
CL01193,2024-05-14,Atlántico,Barranquilla,30,F,4,Técnico/Tecnólogo,Independiente,2930000.0,Aliado comercial,695.0,False,1,Android,hash_919282
CL01194,2025-11-19,Risaralda,Pereira,39,F,1,Técnico/Tecnólogo,Pensionado,1100000.0,Campaña digital,529.0,False,1,iOS,hash_227852
CL01195,2023-10-05,Antioquia,Medellín,20,M,5,Universitario,Empleado,2700000.0,Campaña digital,543.0,False,0,Web,hash_725497
CL01196,2024-11-25,Bogotá D.C.,Bogotá,40,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2310000.0,Referido,536.0,False,1,Android,hash_759748
CL01197,2025-07-29,Valle del Cauca,Cali,36,F,5,Universitario,Empleado,7790000.0,Referido,829.0,True,2,Android,hash_508901
CL01198,2023-07-08,Santander,Bucaramanga,42,M,1,Posgrado,Empleado,2430000.0,Referido,631.0,False,1,Web,hash_141787
CL01199,2025-07-19,Cundinamarca,Soacha,38,F,4,Universitario,Independiente,2450000.0,Campaña digital,577.0,True,1,Android,hash_453497
CL01200,2024-12-13,Bogotá D.C.,Bogotá,50,M,2,Universitario,Conductor/Repartidor,1660000.0,App orgánico,555.0,False,2,Android,hash_761818
CL01201,2023-08-21,Bogotá D.C.,Bogotá,37,F,2,Técnico/Tecnólogo,Conductor/Repartidor,2430000.0,Referido,547.0,True,1,Android,hash_824331
CL01202,2025-12-02,Atlántico,Barranquilla,32,M,4,Bachiller,Microempresario,4470000.0,Aliado comercial,679.0,False,0,Android,hash_560410
CL01203,2023-12-15,Tolima,Ibagué,37,M,2,Técnico/Tecnólogo,Desempleado,780000.0,Referido,448.0,False,1,Android,hash_920959
CL01204,2025-09-01,Atlántico,Barranquilla,41,F,3,Bachiller,Independiente,3760000.0,Referido,671.0,False,1,iOS,hash_985023
CL01205,2023-06-30,Santander,Bucaramanga,36,F,2,Bachiller,Empleado,2090000.0,App orgánico,568.0,False,1,iOS,hash_950534
CL01206,2023-06-17,Cundinamarca,Soacha,36,F,2,Sin información,Empleado,1810000.0,Aliado comercial,597.0,False,1,iOS,hash_206485
CL01207,2024-05-28,Bogotá D.C.,Bogotá,29,M,4,Técnico/Tecnólogo,Independiente,2760000.0,Aliado comercial,666.0,True,0,Android,hash_736045
CL01208,2023-07-08,Bogotá D.C.,Bogotá,29,M,1,Bachiller,Desempleado,2570000.0,Aliado comercial,436.0,False,2,iOS,hash_198525
CL01209,2023-01-23,Bogotá D.C.,Bogotá,22,F,3,Bachiller,Independiente,2720000.0,App orgánico,564.0,True,2,Android,hash_137525
CL01210,2025-10-25,Antioquia,Medellín,53,M,1,Universitario,Desempleado,1030000.0,Campaña digital,544.0,False,1,iOS,hash_149190
CL01211,2024-05-26,Bolívar,Cartagena,24,M,3,Universitario,Conductor/Repartidor,1510000.0,App orgánico,499.0,False,1,Android,hash_372460
CL01212,2024-07-22,Bogotá D.C.,Bogotá,29,M,2,Bachiller,Empleado,2140000.0,Campaña digital,573.0,False,2,Android,hash_613755
CL01213,2025-06-18,Caldas,Medellin ,29,F,3,Universitario,Empleado,1590000.0,App orgánico,583.0,True,1,Android,hash_503821
CL01214,2024-01-01,Santander,Bucaramanga,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,Campaña digital,642.0,False,0,Android,hash_230877
CL01215,2023-04-06,Atlántico,Barranquilla,33,F,5,Técnico/Tecnólogo,Independiente,2080000.0,Campaña digital,573.0,True,3,iOS,hash_720630
CL01216,2024-11-17,Caldas,Manizales,48,F,5,Técnico/Tecnólogo,Conductor/Repartidor,4280000.0,Campaña digital,621.0,False,1,Android,hash_909977
CL01217,2024-06-27,Cundinamarca,Soacha,29,F,3,Bachiller,Microempresario,2570000.0,Aliado comercial,658.0,False,0,iOS,hash_385954
CL01218,2023-05-22,Risaralda,Pereira,39,F,3,Técnico/Tecnólogo,Microempresario,4300000.0,Aliado comercial,697.0,False,0,Android,hash_247712
CL01219,2025-09-09,Valle del Cauca,Cali,28,F,6,Universitario,Comerciante,6200000.0,Referido,742.0,False,2,Android,hash_662162
CL01220,2023-05-02,Antioquia,Medellín,57,M,4,Técnico/Tecnólogo,Desempleado,1250000.0,Referido,518.0,False,3,Android,hash_480031
CL01221,2023-07-14,Bogotá D.C.,Bogotá,24,F,3,Universitario,Conductor/Repartidor,3110000.0,App orgánico,575.0,False,0,iOS,hash_112850
CL01222,2024-05-18,Santander,Bucaramanga,39,F,4,Técnico/Tecnólogo,Desempleado,970000.0,Referido,501.0,False,1,iOS,hash_864236
CL01223,2023-09-03,Cundinamarca,Soacha,42,M,2,Universitario,Empleado,2720000.0,Referido,514.0,False,1,Web,hash_172053
CL01224,2024-12-13,Bogotá D.C.,Bogotá,40,M,2,Técnico/Tecnólogo,Estudiante,500000.0,Campaña digital,477.0,False,1,Android,hash_884642
CL01225,2025-06-28,Bolívar,Cartagena,34,M,3,Técnico/Tecnólogo,Empleado,2440000.0,Aliado comercial,588.0,True,3,Android,hash_831951
CL01226,2023-02-08,Bogotá D.C.,Bogotá,35,M,2,Universitario,Empleado,2210000.0,Campaña digital,508.0,False,2,Android,hash_922343
CL01227,2023-05-26,Cundinamarca,Soacha,36,M,4,Posgrado,Empleado,3050000.0,Campaña digital,581.0,True,3,Web,hash_224559
CL01228,2024-06-04,Antioquia,Medellín,35,M,1,Universitario,Estudiante,640000.0,Aliado comercial,457.0,False,4,Android,hash_935209
CL01229,2024-12-22,Bogotá D.C.,Bogotá,46,F,2,Bachiller,Empleado,3020000.0,Aliado comercial,665.0,False,4,Android,hash_155421
CL01230,2023-05-11,Valle del Cauca,Cali,58,F,2,Sin información,Empleado,2420000.0,Campaña digital,592.0,False,0,Android,hash_652845
CL01231,2025-09-12,Santander,Barranquila,30,M,4,Técnico/Tecnólogo,Microempresario,5500000.0,Campaña digital,720.0,True,2,Android,hash_694318
CL01232,2024-01-31,Bogotá D.C.,Bogotá,22,M,1,Universitario,Microempresario,2180000.0,Campaña digital,463.0,False,2,Web,hash_166250
CL01233,2024-10-23,Santander,Bucaramanga,75,F,3,Bachiller,Empleado,2240000.0,Campaña digital,705.0,True,0,iOS,hash_409169
CL01234,2025-01-19,Bogotá D.C.,Bogotá,62,M,1,Bachiller,Microempresario,2280000.0,Aliado comercial,598.0,False,0,Web,hash_814129
CL01235,2024-06-17,Santander,Bucaramanga,28,M,3,Universitario,Empleado,2870000.0,Referido,635.0,False,3,Android,hash_940777
CL01236,2024-05-24,Bogotá D.C.,Bogotá,52,M,3,Técnico/Tecnólogo,Estudiante,650000.0,App orgánico,586.0,False,1,Android,hash_721436
CL01237,2025-12-10,Valle del Cauca,Cali,53,F,3,Técnico/Tecnólogo,Empleado,3780000.0,Campaña digital,703.0,True,2,Android,hash_590226
CL01238,2024-03-29,Valle del Cauca,Cali,30,M,4,Técnico/Tecnólogo,Empleado,3860000.0,Campaña digital,649.0,False,0,Android,hash_172928
CL01239,2025-06-27,Valle del Cauca,Cali,42,F,3,Bachiller,Empleado,2570000.0,Aliado comercial,652.0,False,2,iOS,hash_484562
